,Kream번호,제품명,가격,발매가,발매일,브랜드
32346,8004,Jordan 1 Retro High OG Black Toe 2016,900000.0,160.0,2016-11-05T23:59:59Z,Jordan
32347,100480,Jordan Luka 1 PF White Total Orange,131000.0,13200.0,정보 없음,Jordan
32348,94382,(GS) Jordan 1 Mid Barely Grape White,110000.0,110.0,2022-12-22T00:00:00Z,Jordan
32349,80259,(W) Jordan 3 Retro Black Gold,140000.0,239000.0,2022-10-08T00:00:00Z,Jordan
32350,77649,(W) Jordan 1 Mid SE Noble Green,193000.0,159000.0,2022-09-17T00:00:00Z,Jordan
32351,71343,Jordan 1 Low SE Black Electric Green,174000.0,139000.0,2022-08-07T00:00:00Z,Jordan
32352,56192,(TD) Jordan 1 Retro High OG Heritage,70000.0,79000.0,2022-04-04T00:00:03Z,Jordan
32353,49394,(TD) Jordan 1 Retro High OG Dark Marina Blue,39000.0,79000.0,2022-01-15T00:00:04Z,Jordan
32354,24182,Jordan Delta SP Vachetta Tan,139000.0,159000.0,2020-05-30T00:00:01Z,Jordan
32355,20076,Jordan 1 Retro High OG Crimson Tint,228000.0,160.0,2019-04-12T23:59:59Z,Jordan
32356,121688,Jordan 1 KO Bleached Aqua,103000.0,169000.0,2023-05-08T00:00:00Z,Jordan
32357,95344,Jordan 1 Mid SE Craft Taupe Haze,150000.0,169000.0,2023-03-02T00:00:00Z,Jordan
32358,96961,(GS) Jordan 1 Mid SE Team Orange Black,99000.0,139000.0,2023-01-27T00:00:00Z,Jordan
32359,76547,Jordan 2 x J Balvin Retro SP,210000.0,349000.0,2022-09-15T00:00:00Z,Jordan
32360,60304,Jordan 1 Low SE White Black Tie-Dye,200000.0,139000.0,2022-07-28T00:00:00Z,Jordan
32361,58378,Jordan x Union Crater Slide SP Grey Fog,105000.0,109000.0,2022-04-21T00:00:00Z,Jordan
32362,45878,(GS) Jordan 11 Retro Cool Grey 2021,185000.0,219000.0,2021-12-11T00:00:01Z,Jordan
32363,45689,Jordan 1 Low SE Barcelona,179000.0,110.0,2021-10-15T00:00:00Z,Jordan
32364,24997,(GS) Jordan 1 Retro High OG CO.JP Neutral Grey,204000.0,139000.0,2020-08-01T00:00:01Z,Jordan
32365,23402,Jordan 6 Retro DMP 2020,250000.0,239000.0,2020-03-30T00:00:00Z,Jordan
32366,22630,Jordan 1 Retro High Fearless UNC Chicago,250000.0,160.0,2019-11-02T23:59:59Z,Jordan
32367,7658,Jordan 1 Retro High OG Bred Banned 2016,870000.0,160.0,2016-09-03T23:59:59Z,Jordan
32368,143534,Jordan 2 Retro Low University Blue,197000.0,189000.0,2023-07-08T00:00:00Z,Jordan
32369,138006,Jordan 1 Low Black University Blue,136000.0,139000.0,2023-06-14T00:00:00Z,Jordan
32370,99439,(TD) Jordan 1 High 85 Black White,110000.0,109000.0,2023-02-15T00:00:00Z,Jordan
32371,72170,(W) Jordan 1 Mid SE French Blue Magic Amber,126000.0,159000.0,2022-08-01T00:00:00Z,Jordan
32372,45932,(PS) Jordan 1 x A Ma Maniere Retro High OG SP Burgundy and Sail,117000.0,99000.0,2021-12-04T00:00:01Z,Jordan
32373,44261,(W) Jordan 1 Zoom Air CMFT Grey Fog and Celestine Blue,196000.0,169000.0,2021-11-03T00:00:00Z,Jordan
32374,37966,Jordan 1 Low Pollen,279000.0,119000.0,2021-07-15T00:00:00Z,Jordan
32375,32000,(W) Jordan 1 x Aleali May Zoom CMFT SP Califia,179000.0,199000.0,2021-04-22T00:00:00Z,Jordan
32376,32247,(W) Jordan 1 Low Chicago Flip,250000.0,119000.0,2021-03-30T00:00:00Z,Jordan
32377,29010,Jordan 3 Retro Cool Grey,315000.0,229000.0,2021-02-20T00:00:02Z,Jordan
32378,5395,Jordan 1 Retro High OG Chicago 2015,1900000.0,160.0,2015-05-30T23:59:59Z,Jordan
32379,145320,Jordan 7 Retro Chambray,265000.0,249000.0,2023-07-15T00:00:00Z,Jordan
32380,122886,Jordan 1 KO Low Black Medium Grey,100000.0,149000.0,2023-05-02T00:00:00Z,Jordan
32381,96428,Jordan x Jayson Tatum Nu Retro 1 Low Pale Ivory,125000.0,139000.0,2023-01-31T00:00:00Z,Jordan
32382,88307,(W) Jordan 1 Elevate High Titanium,179000.0,150.0,2022-12-12T00:00:00Z,Jordan
32383,130696,Jordan Delta 3 Low White Chile Red,정보 없음,169000.0,2022-08-26T00:00:00Z,Jordan
32384,71719,Jordan System .23 Sail and Cement Grey,115000.0,129000.0,2022-08-01T00:00:00Z,Jordan
32385,65573,(GS) Jordan 1 Mid Black Fire Red,121000.0,119000.0,2022-06-29T00:00:00Z,Jordan
32386,55755,(W) Jordan 1 Mid White Atomic Green,150000.0,14300.0,2022-03-29T00:00:00Z,Jordan
32387,54067,Jordan 13 Retro Del Sol,195000.0,239000.0,2022-03-19T17:00:00Z,Jordan
32388,127687,Jordan 1 Mid Aquatone,105000.0,125.0,2022-03-01T00:00:00Z,Jordan
32389,49395,(W) Jordan 5 Retro Low Girls That Hoop,200000.0,219000.0,2022-01-21T00:00:00Z,Jordan
32390,45933,(TD) Jordan 1 x A Ma Maniere Retro High OG SP Burgundy and Sail,80000.0,79000.0,2021-12-04T00:00:01Z,Jordan
32391,40304,(W) Jordan 4 Retro Shimmer,400000.0,229000.0,2021-09-04T00:00:00Z,Jordan
32392,40678,Jordan 4 Golf White Military Blue,389000.0,289000.0,2021-09-02T00:00:00Z,Jordan
32393,29523,Jordan 1 x Trophy Room Retro High OG SP Chicago,1800000.0,190.0,2021-02-10T00:00:00Z,Jordan
32394,27801,Jordan 11 Adapt (KR Charger),211000.0,559000.0,2020-12-30T00:00:00Z,Jordan
32395,25112,Jordan 1 Mid Chicago 2020,300000.0,115.0,2020-07-22T00:00:00Z,Jordan
32396,23427,Jordan 1 Retro High Spider-Man Origin Story,811000.0,199000.0,2018-12-14T00:21:00Z,Jordan
32397,14894,Jordan 11 Retro Low Cool Grey,353000.0,175.0,2018-04-28T23:59:59Z,Jordan
32398,13902,Jordan 1 Retro High NRG Patent Gold Toe,307000.0,160.0,2018-02-10T23:59:59Z,Jordan
32399,130541,(GS) Jordan 1 Retro High OG Black and Smoke Grey,156000.0,179000.0,2023-06-10T00:00:00Z,Jordan
32400,79363,(W) Jordan 1 Low SE Pink Velvet,148000.0,139000.0,2022-10-01T00:00:00Z,Jordan
32401,58683,Jordan 1 Low SE White Cement Grey Blue,264000.0,139000.0,2022-07-28T00:00:00Z,Jordan
32402,65720,(W) Jordan 1 Zoom Air CMFT Fire Red and Hot Curry,85000.0,169000.0,2022-06-15T00:00:00Z,Jordan
32403,59582,(W) Jordan 3 Retro Dark Mocha,230000.0,239000.0,2022-05-03T00:00:00Z,Jordan
32404,49393,(PS) Jordan 1 Retro High OG Dark Marina Blue,95000.0,99000.0,2022-01-15T00:00:03Z,Jordan
32405,47085,(TD) Jordan 1 Retro High OG Patent Bred,97000.0,79000.0,2021-12-23T00:00:03Z,Jordan
32406,39234,(GS) Jordan 1 Mid Very Berry ,144000.0,95.0,2021-07-21T00:00:00Z,Jordan
32407,36242,(W) Jordan 1 Low SE Corduroy Tan,350000.0,119000.0,2021-06-11T00:00:00Z,Jordan
32408,33103,(GS) Jordan 11 Retro Low Legend Blue,190000.0,159000.0,2021-04-19T00:00:01Z,Jordan
32409,29131,Jordan 1 Mid White University Gold,85000.0,139000.0,2021-01-28T00:00:00Z,Jordan
32410,28193,Jordan 1 Zoom Air CMFT Chile Red,67000.0,169000.0,2021-01-05T00:00:00Z,Jordan
32411,15888,Jordan 1 Retro High Game Royal,640000.0,160.0,2018-07-18T23:59:59Z,Jordan
32412,14042,Jordan 3 Retro OG Black Cement 2018,479000.0,200.0,2018-02-17T23:59:59Z,Jordan
32413,7661,(GS) Jordan 1 Retro High OG Bred Banned 2016,559000.0,120.0,2016-09-03T23:59:59Z,Jordan
32414,96848,(GS) Jordan 1 Low SE Team Orange Black,137000.0,139000.0,2023-01-27T00:00:00Z,Jordan
32415,92303,(GS) Jordan 1 Mid Black Fire Red,81000.0,129000.0,2022-12-28T00:00:00Z,Jordan
32416,88076,Jordan Luka 1 PF Black University Red,98000.0,129000.0,2022-11-30T00:00:00Z,Jordan
32417,81545,Jordan Nu Retro 1 Low Varsity Red,133000.0,119000.0,2022-10-12T00:00:00Z,Jordan
32418,77891,Jordan 11 Retro Low IE Light Orewood Brown,129000.0,219000.0,2022-09-24T00:00:00Z,Jordan
32419,70257,(TD) Jordan 1 x Travis Scott Retro Low OG SP Sail and Ridgerock,300000.0,59000.0,2022-07-21T00:00:02Z,Jordan
32420,65121,(W) Jordan 1 Low Canvas,149000.0,139000.0,2022-06-16T00:00:00Z,Jordan
32421,64834,(W) Jordan 1 Mid University Gold,169000.0,149000.0,2022-06-09T00:00:00Z,Jordan
32422,61590,(PS) Jordan 4 Retro White and Black,119000.0,99000.0,2022-05-23T00:00:00Z,Jordan
32423,56189,(PS) Jordan 1 Retro High OG Heritage,70000.0,99000.0,2022-04-04T00:00:02Z,Jordan
32424,56313,(GS) Jordan 1 Mid Blue Mint,169000.0,119000.0,2022-04-01T00:00:00Z,Jordan
32425,55085,(PS) Jordan 1 Low Alt White Gym Red Black,100000.0,79000.0,2022-03-11T00:00:00Z,Jordan
32426,45449,(W) Jordan 1 Low SE Light Mulberry,128000.0,129000.0,2022-01-25T00:00:00Z,Jordan
32427,43553,Jordan 3 Retro Pine Green,295000.0,229000.0,2021-10-23T00:00:02Z,Jordan
32428,41988,(W) Jordan 15 x Billie Eilish Retro SP Beige,340000.0,249000.0,2021-09-30T00:00:01Z,Jordan
32429,28202,(W) Jordan 1 Low Black Siren Red,459000.0,119000.0,2020-12-30T00:00:00Z,Jordan
32430,18186,Jordan 1 Retro High OG A Star Is Born,241000.0,160.0,2018-12-27T23:59:59Z,Jordan
32431,16471,Jordan 1 Retro High Nigel Sylvester,690000.0,180.0,2018-09-01T23:59:59Z,Jordan
32432,14439,Jordan 3 Retro Tinker Hatfield,315000.0,200.0,2018-03-24T23:59:59Z,Jordan
32433,132247,Jordan 2 Retro Low Cherrywood,100000.0,189000.0,2023-06-16T00:00:00Z,Jordan
32434,102357,Jordan 5 Retro University Blue,160000.0,269000.0,2023-03-04T00:00:00Z,Jordan
32435,94003,(GS) Jordan 1 Retro High OG True Blue,179000.0,179000.0,2023-01-14T00:00:00Z,Jordan
32436,86266,(TD) Jordan 11 Retro Varsity Red,94000.0,99000.0,2022-12-10T00:00:00Z,Jordan
32437,86264,(GS) Jordan 11 Retro Varsity Red,169000.0,219000.0,2022-12-10T00:00:00Z,Jordan
32438,81365,Jordan 2 x Two 18 Retro Low Rocky Tan,125000.0,239000.0,2022-10-21T00:00:00Z,Jordan
32439,82304,Jordan Luka 1 PF Racer Blue Ghost Green,80000.0,129000.0,2022-10-19T00:00:00Z,Jordan
32440,69626,(GS) Jordan 1 Mid White Stealth,99000.0,129000.0,2022-07-12T00:00:00Z,Jordan
32441,68056,(W) Jordan 2 x Nina Chanel Abney Retro Low SE White and Malachite,100000.0,269000.0,2022-07-08T00:00:00Z,Jordan
32442,57288,(W) Jordan 1 Mid Black Particle Grey,165000.0,149000.0,2022-04-09T00:00:00Z,Jordan
32443,46119,(TD) Jordan 11 Retro Cool Grey 2021,109000.0,79000.0,2021-12-11T00:00:03Z,Jordan
32444,40996,Jordan 13 Retro Obsidian,230000.0,229000.0,2021-09-18T00:00:00Z,Jordan
32445,36696,(W) Jordan 1 Mid SE Corduroy,245000.0,정보 없음,2021-06-20T00:00:00Z,Jordan
32446,33744,(W) Jordan 1 Mid To My First Coach,179000.0,189000.0,2021-04-28T00:00:02Z,Jordan
32447,31322,Jordan 1 Mid Arctic Orange,101000.0,139000.0,2021-03-16T00:00:00Z,Jordan
32448,27674,(GS) Jordan 1 Mid Black Chile Red,180000.0,109000.0,2020-12-15T00:00:00Z,Jordan
32449,25392,(GS) Jordan 1 Low Game Royal,268000.0,75.0,2020-07-24T00:00:00Z,Jordan
32450,24700,(GS) Jordan 1 Retro High OG Light Smoke Grey,180000.0,139000.0,2020-07-07T00:00:00Z,Jordan
32451,23812,Jordan 13 Retro Flint 2020,260000.0,229000.0,2020-05-23T00:00:00Z,Jordan
32452,21483,Jordan 1 Mid White Metallic Gold Obsidian,220000.0,110.0,2019-08-01T23:59:59Z,Jordan
32453,19222,Jordan 1 Retro High OG Turbo Green,440000.0,160.0,2019-02-15T23:59:59Z,Jordan
32454,17990,(GS) Jordan 11 Retro Concord 2018,395000.0,170.0,2018-12-08T23:59:59Z,Jordan
32455,12420,Jordan 11 Retro Win Like 96 Gym Red,250000.0,220.0,2017-12-09T23:59:59Z,Jordan
32456,10013,Jordan 11 Retro Low University Blue 2017,394000.0,175.0,2017-04-15T23:59:59Z,Jordan
32457,67300,Jordan XXXVI Low PF Infrared,165000.0,209000.0,정보 없음,Jordan
32458,126683,(GS) Jordan 6 Retro Toro Bravo,정보 없음,179000.0,2023-06-24T00:00:00Z,Jordan
32459,125371,Jordan 5 Retro SE Craft,정보 없음,249000.0,2023-06-17T00:00:00Z,Jordan
32460,120728,(W) Jordan Hex Mule Celestial Gold,정보 없음,79000.0,2023-04-18T00:00:00Z,Jordan
32461,105964,(PS) Jordan 3 Retro White Cement Reimagined,77000.0,99000.0,2023-04-08T00:00:00Z,Jordan
32462,115416,(W) Jordan Hex Slide Pistachio Frost,51000.0,59000.0,2023-03-27T00:00:00Z,Jordan
32463,98083,(W) Jordan 1 Low Desert Sail,150000.0,110.0,2023-01-17T00:00:00Z,Jordan
32464,86101,Jordan 5 x DJ Khaled Retro SP Sail Washed Yellow,220000.0,225.0,2022-11-29T00:00:00Z,Jordan
32465,74157,Jordan 13 Retro French Blue,158000.0,239000.0,2022-08-20T00:00:00Z,Jordan
32466,57896,(W) Jordan 1 Mid SE Sanddrift,130000.0,135.0,2022-04-12T00:00:00Z,Jordan
32467,55464,Jordan 7 Retro SE Sapphire,110000.0,249000.0,2022-03-30T00:00:00Z,Jordan
32468,37755,(GS) Jordan 1 Low Pollen,310000.0,99000.0,2021-07-10T00:00:00Z,Jordan
32469,37245,Jordan 3 Retro Racer Blue,279000.0,229000.0,2021-07-10T00:00:00Z,Jordan
32470,32750,(W) Jordan 1 Mid SE Dutch Green,320000.0,139000.0,2021-04-28T00:00:00Z,Jordan
32471,44934,(W) Jordan 1 Low SE Sherpa Fleece,85000.0,129000.0,2021-02-14T00:00:00Z,Jordan
32472,28052,(W) Jordan 4 Retro Starfish,160000.0,239000.0,2021-01-21T00:00:03Z,Jordan
32473,27542,Jordan 1 Low Gym Red Black,180000.0,119000.0,2020-12-11T00:00:00Z,Jordan
32474,26661,(GS) Jordan 11 Retro Jubilee,125000.0,219000.0,2020-12-08T00:00:03Z,Jordan
32475,26133,(GS) Jordan 1 Mid Bred Banned 2020,211000.0,109000.0,2020-10-24T00:00:00Z,Jordan
32476,24984,Jordan 1 Mid SE Track Red,165000.0,139000.0,2020-08-13T00:00:00Z,Jordan
32477,23353,Jordan 1 Low Black Light Smoke Grey,311000.0,119000.0,2020-01-10T23:59:59Z,Jordan
32478,23140,(GS) Jordan 11 Retro Bred 2019,325000.0,209000.0,2019-12-14T23:59:59Z,Jordan
32479,21811,(GS) Jordan 1 Retro High Obsidian UNC,400000.0,120.0,2019-08-31T23:59:59Z,Jordan
32480,20461,Jordan 1 Low Shattered Backboard,369000.0,119000.0,2019-05-09T23:59:59Z,Jordan
32481,16750,Jordan 1 Retro High Court Purple,454000.0,160.0,2018-09-22T23:59:59Z,Jordan
32482,15385,Jordan 4 x Travis Scott Retro Cactus Jack,1100000.0,225.0,2018-06-09T23:59:59Z,Jordan
32483,14504,Jordan 11 Retro Low Iridescent,350000.0,175.0,2018-03-31T23:59:59Z,Jordan
32484,12485,Jordan 6 Retro Gatorade Like Mike White,247000.0,190.0,2017-12-16T23:59:59Z,Jordan
32485,7583,Jordan 11 Retro Low Closing Ceremony,310000.0,170.0,2016-08-27T23:59:59Z,Jordan
32486,5097,(GS) Jordan 4 Retro Oreo 2015,169000.0,159000.0,2015-02-21T23:59:59Z,Jordan
32487,111652,(W) Jordan Hex Slide Off White,39000.0,59000.0,정보 없음,Jordan
32488,147060,(PS) Jordan 1 Retro High OG University Blue,정보 없음,109000.0,2023-07-22T00:00:00Z,Jordan
32489,117968,Jordan Luka 1 PF Mint Foam Racer Pink,159000.0,129000.0,2023-04-14T00:00:00Z,Jordan
32490,92603,(GS) Jordan 1 Hi FlyEase Black Fire Red,95000.0,129000.0,2022-10-14T00:00:00Z,Jordan
32491,86131,Jordan 1 Mid Cherrywood Red,95000.0,149000.0,2022-09-13T00:00:00Z,Jordan
32492,67191,(GS) Jordan 1 Low OG Bleached Coral,334000.0,100.0,2022-07-02T00:00:00Z,Jordan
32493,51418,(GS) Jordan 3 Retro Cardinal Red,185000.0,179000.0,2022-02-21T00:00:07Z,Jordan
32494,42628,(GS) Jordan 1 Low Rush Pink,350000.0,99000.0,2021-10-21T00:00:00Z,Jordan
32495,42990,(W) Jordan 1 Low SE Utility White Gym Red Black,250000.0,160.0,2021-10-09T00:00:00Z,Jordan
32496,39516,Jordan 5 Retro Moonlight,240000.0,229000.0,2021-08-20T00:00:03Z,Jordan
32497,36969,Jordan 1 Mid SE Electro Orange,175000.0,159000.0,2021-06-25T00:00:00Z,Jordan
32498,30604,Jordan 1 Low PRM Elephant Print,540000.0,110.0,2021-03-06T00:00:05Z,Jordan
32499,28508,Jordan 1 Low University Blue Black,199000.0,119000.0,2021-02-26T00:00:00Z,Jordan
32500,29083,Jordan 14 x Clot Retro Low Terracotta,185000.0,239000.0,2021-02-20T00:00:01Z,Jordan
32501,30073,Jordan 4 Golf White Cement,450000.0,289000.0,2021-02-06T00:00:00Z,Jordan
32502,26558,(W) Jordan 11 Retro Jubilee,219000.0,259000.0,2020-12-08T00:00:02Z,Jordan
32503,26594,Jordan 4 Retro SE Deep Ocean,350000.0,225.0,2020-12-05T00:00:04Z,Jordan
32504,23963,(W) Jordan 1 Mid White Snakeskin,150000.0,139000.0,2020-11-04T00:00:00Z,Jordan
32505,24601,(W) Jordan 1 Mid SE Laser Orange,160000.0,139000.0,2020-07-11T00:00:00Z,Jordan
32506,23836,(W) Jordan 1 Mid SE Multi-Color Lightbulb,290000.0,139000.0,2020-04-25T00:00:00Z,Jordan
32507,23269,Jordan 6 Retro Washed Denim,175000.0,200.0,2019-12-28T23:59:59Z,Jordan
32508,19328,Jordan 1 Retro High OG Defiant Couture,285000.0,175.0,2019-02-23T23:59:59Z,Jordan
32509,18804,Jordan 1 Retro High Neutral Grey Hyper Crimson,250000.0,160.0,2019-01-24T23:59:59Z,Jordan
32510,14263,Jordan 3 Retro Seoul,2399000.0,200.0,2018-03-10T23:59:59Z,Jordan
32511,4228,Jordan 6 Retro Carmine 2014,350000.0,170.0,2014-05-24T23:59:59Z,Jordan
32512,147061,(TD) Jordan 1 Retro High OG University Blue,정보 없음,99000.0,2023-07-22T00:00:00Z,Jordan
32513,135251,(W) Jordan 1 Retro Low OG Black Cement,159000.0,169000.0,2023-06-23T00:00:00Z,Jordan
32514,125760,Jordan Air Ship PE SP Summit White Diffused Blue,199000.0,169000.0,2023-05-10T00:00:00Z,Jordan
32515,122166,(W) Jordan 1 Zoom Air CMFT 2 Muslin Blackened Blue,188000.0,150.0,2023-04-08T00:00:00Z,Jordan
32516,105963,(TD) Jordan 3 Retro White Cement Reimagined,58000.0,79000.0,2023-04-08T00:00:00Z,Jordan
32517,101323,(GS) Jordan 6 Retro White Cool Grey,125000.0,정보 없음,2023-02-26T00:00:00Z,Jordan
32518,83797,(W) Jordan 11 Retro Midnight Navy,245000.0,269000.0,2022-11-11T00:00:00Z,Jordan
32519,79187,(W) Jordan 1 Mid White,120000.0,149000.0,2022-09-30T00:00:00Z,Jordan
32520,71349,(GS) Jordan 1 Mid SE French Blue Fire Red,180000.0,139000.0,2022-07-24T00:00:00Z,Jordan
32521,63347,Jordan 6 Retro White and University Red,219000.0,239000.0,2022-06-04T00:00:00Z,Jordan
32522,61591,(TD) Jordan 4 Retro White and Black,55000.0,59000.0,2022-05-23T00:00:00Z,Jordan
32523,59604,Jordan 1 Low Flyease Gym Red and Black,159000.0,159000.0,2022-05-18T00:00:00Z,Jordan
32524,47084,(PS) Jordan 1 Retro High OG Patent Bred,109000.0,99000.0,2021-12-23T00:00:02Z,Jordan
32525,45493,Jordan 3 Retro SE Patchwork,260000.0,259000.0,2021-11-29T00:00:00Z,Jordan
32526,45533,Jordan 1 Mid SE Barcelona Sweater,228000.0,115.0,2021-11-18T00:00:00Z,Jordan
32527,36335,(GS) Jordan 1 Mid Racer Blue,430000.0,109000.0,2021-06-15T00:00:00Z,Jordan
32528,33014,(W) Jordan 1 Low Arctic Pink,250000.0,119000.0,2021-04-28T00:00:05Z,Jordan
32529,31274,(W) Jordan 1 Mid Barely Rose,185000.0,139000.0,2021-03-20T00:00:00Z,Jordan
32530,30230,(GS) Jordan 1 Mid SE Arctic Punch,133000.0,90.0,2021-02-17T00:00:00Z,Jordan
32531,23837,Jordan 6 Retro Hare,180000.0,229000.0,2020-06-05T00:00:00Z,Jordan
32532,23417,Jordan 3 Retro UNC 2020,630000.0,190.0,2020-03-07T00:00:00Z,Jordan
32533,22904,Jordan 1 x Maison Chateau Rouge Mid SE Fearless,600000.0,130.0,2019-11-30T23:59:59Z,Jordan
32534,16167,Jordan 13 Retro He Got Game 2018,495000.0,190.0,2018-08-04T23:59:59Z,Jordan
32535,11275,Jordan 1 Retro High Flyknit Bred,180000.0,180.0,2017-09-09T23:59:59Z,Jordan
32536,8333,Jordan 1 Retro Storm Blue,460000.0,160.0,2016-12-23T23:59:59Z,Jordan
32537,95820,(W) Jordan 1 Mid SE Coconut Milk Sport Spice,140000.0,135.0,정보 없음,Jordan
32538,64533,Jordan XXXVI PF Infrared,180000.0,219000.0,정보 없음,Jordan
32539,38631,Jordan 1 Mid Tan Gum,188000.0,115.0,정보 없음,Jordan
32540,94850,(GS) Jordan 1 Low Palomino Wild Berry,90000.0,119000.0,2023-01-12T00:00:00Z,Jordan
32541,81218,Jordan 2 x Shelflife Retro Low SP White Bright Mandarin,155000.0,239000.0,2022-10-21T00:00:00Z,Jordan
32542,79182,(W) Jordan 1 Low Cement Grey Chutney,130000.0,129000.0,2022-09-30T00:00:00Z,Jordan
32543,77668,(GS) Jordan 1 Low SE French Blue Chutney White,109000.0,129000.0,2022-09-17T00:00:00Z,Jordan
32544,72619,(PS) Jordan 1 Retro High OG Taxi,139000.0,99000.0,2022-08-08T00:00:00Z,Jordan
32545,59930,(GS) Jordan 1 Low SE White Black Tie-Dye,100000.0,129000.0,2022-05-03T00:00:00Z,Jordan
32546,58213,(W) Jordan 1 Mid SE Vivid Green,119000.0,159000.0,2022-04-20T00:00:00Z,Jordan
32547,55119,(TD) Jordan 1 Low Alt White Gym Red Black,100000.0,65000.0,2022-03-24T00:00:00Z,Jordan
32548,51834,(W) Jordan 1 Low Game Royal,139000.0,100.0,2021-11-20T00:00:00Z,Jordan
32549,33809,(W) Jordan 11 Retro Low Bright Citrus,235000.0,219000.0,2021-04-30T00:00:03Z,Jordan
32550,33900,(W) Jordan 1 Mid Teal Tint,161000.0,139000.0,2021-04-27T00:00:00Z,Jordan
32551,30237,(W) Jordan 1 Low SE Silver Toe,248000.0,129000.0,2021-02-17T00:00:00Z,Jordan
32552,29561,(W) Jordan 1 Low Canyon Rust,217000.0,119000.0,2021-02-17T00:00:00Z,Jordan
32553,28583,(W) Jordan 1 Zoom Air CMFT Pink Glaze,230000.0,140.0,2021-01-15T00:00:07Z,Jordan
32554,28582,Jordan 1 Mid SE Turf Orange,170000.0,110.0,2021-01-09T00:00:00Z,Jordan
32555,26148,(GS) Jordan 1 Mid White Shadow,290000.0,90.0,2020-10-12T00:00:00Z,Jordan
32556,25891,(W) Jordan 1 Mid SE Sisterhood,229000.0,139000.0,2020-10-10T00:00:02Z,Jordan
32557,23811,Jordan 1 x Dior Low OG,10000000.0,2700000.0,2020-07-08T00:00:00Z,Jordan
32558,29260,(GS) Jordan 1 Mid Black Hyper Royal,155000.0,90.0,2020-01-01T00:00:00Z,Jordan
32559,16749,Jordan 1 Retro High OG Pine Green,540000.0,160.0,2018-09-22T23:59:59Z,Jordan
32560,23830,Jordan 3 Retro Hall of Fame,320000.0,190.0,2018-05-12T00:00:00Z,Jordan
32561,7862,Jordan 1 Retro High OG Reverse Shattered Backboard,1100000.0,160.0,2016-10-08T23:59:59Z,Jordan
32562,5383,Jordan 11 Retro Low Bred,530000.0,170.0,2015-05-23T23:59:59Z,Jordan
32563,141161,Jordan 1 Mid University Blue Black,199000.0,정보 없음,정보 없음,Jordan
32564,137942,Jordan 7 Retro White Infrared,199000.0,249000.0,2023-06-30T00:00:00Z,Jordan
32565,128780,(GS) Jordan 3 Retro Animal Icon,정보 없음,179000.0,2023-06-06T00:00:00Z,Jordan
32566,125053,Jordan 1 Retro High OG Craft Sail and Pale Vanilla,190000.0,219000.0,2023-05-31T00:00:00Z,Jordan
32567,133216,Jordan Zion 2 PF Barely Green,119000.0,139000.0,2023-03-06T00:00:00Z,Jordan
32568,109830,(W) Jordan 1 Elevate High White Desert,250000.0,145.0,2023-02-14T00:00:00Z,Jordan
32569,93502,(TD) Jordan 1 Retro High OG True Blue,98000.0,99000.0,2023-01-14T00:00:00Z,Jordan
32570,86265,(PS) Jordan 11 Retro Varsity Red,128000.0,119000.0,2022-12-10T00:00:00Z,Jordan
32571,79186,(W) Jordan 1 Low SE Gym Red Cement Grey,138000.0,139000.0,2022-09-30T00:00:00Z,Jordan
32572,72620,(TD) Jordan 1 Retro High OG Taxi,79000.0,79000.0,2022-08-08T00:00:00Z,Jordan
32573,73066,Jordan 1 Low Flyease Taxi,165000.0,159000.0,2022-08-07T00:00:00Z,Jordan
32574,60299,(GS) Jordan 1 Mid Bred,100000.0,110.0,2022-05-11T00:00:00Z,Jordan
32575,46129,Jordan 4 Golf Black Cat,340000.0,289000.0,2021-12-01T00:00:00Z,Jordan
32576,47301,(GS) Jordan 1 Low SE Dark Beetroot Roma Green,109000.0,85.0,2021-11-10T00:00:00Z,Jordan
32577,44177,(W) Jordan 11 Retro Animal Instinct Black White,240000.0,259000.0,2021-11-03T00:00:00Z,Jordan
32578,43312,Jordan 1 High FlyEase Black White,190000.0,169000.0,2021-10-14T00:00:00Z,Jordan
32579,39695,(TD) Jordan 4 Retro Tour Yellow,100000.0,59000.0,2021-08-28T00:00:04Z,Jordan
32580,40212,(W) Jordan 1 Zoom Air CMFT Olive Aura,159000.0,169000.0,2021-08-25T00:00:00Z,Jordan
32581,31147,Jordan 5 Retro Stealth 2.0,210000.0,229000.0,2021-03-27T00:00:00Z,Jordan
32582,29016,(GS) Jordan 1 Mid SE ASW Black,260000.0,119000.0,2021-03-10T00:00:00Z,Jordan
32583,26592,Jordan 1 Mid SE South Beach,163000.0,139000.0,2020-11-26T00:00:00Z,Jordan
32584,24656,Jordan 1 Low Royal Yellow,221000.0,119000.0,2020-07-01T00:00:00Z,Jordan
32585,23646,Jordan 1 Retro High Zoom White Racer Blue,500000.0,175.0,2020-03-14T00:00:00Z,Jordan
32586,22491,(W) Jordan 1 Retro High Fearless Metallic Rose Gold,108000.0,160.0,2019-10-22T23:59:59Z,Jordan
32587,21069,(GS) Jordan 1 Retro High OG Gym Red,305000.0,120.0,2019-06-29T23:59:59Z,Jordan
32588,19223,Jordan 11 Retro Low Golf Concord,660000.0,220.0,2019-02-15T23:59:59Z,Jordan
32589,11088,Jordan 13 Retro Bred 2017,215000.0,190.0,2017-08-19T23:59:59Z,Jordan
32590,9614,Jordan 13 Retro OG Chicago 2017,350000.0,190.0,2017-02-18T23:59:59Z,Jordan
